Date,Product,Category,Supplier,Region,Unit Cost,Selling Price,Weekly Demand,Inventory,Lead Time (days),Delay %,Reorder Point,Safety Stock,Shipping Cost,On-time Delivery %,Stockout Flag,
3/17/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,176,170,13,8,538,211,8,92,YES,
3/24/2024,iPhone 15,Phone,Foxconn,China,720,999,264,120,12,9,769,317,8,91,YES,
3/24/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,268,80,8,8,628,322,8,92,YES,
3/24/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,199,50,12,11,580,239,8,89,YES,
3/24/2024,iPhone SE,Phone,Foxconn,India,420,699,215,90,8,12,504,258,6,88,YES,
3/24/2024,iPad Air,Tablet,Foxconn,China,430,699,150,150,12,12,437,180,8,88,YES,
3/24/2024,iPad Mini,Tablet,Foxconn,China,350,649,132,110,13,12,404,158,8,88,YES,
3/24/2024,iPad Pro,Tablet,Foxconn,China,550,899,160,60,8,6,375,192,8,94,YES,
3/24/2024,"iPad Pro 11""",Tablet,Foxconn,China,700,999,171,100,15,9,572,205,8,91,YES,
3/24/2024,"iPad Pro 12.9""",Tablet,Foxconn,China,800,1199,44,130,13,2,135,53,8,98,YES,
3/24/2024,MacBook Air,Laptop,Foxconn,China,980,1299,90,80,13,2,275,108,8,98,YES,
3/24/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,100,70,13,4,306,120,8,96,YES,
3/24/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,51,90,13,2,156,61,5,98,YES,
3/24/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,56,60,8,3,131,67,5,97,YES,
3/24/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,91,85,12,10,265,109,7,90,YES,
3/24/2024,HP Envy Laptop,Laptop,HP Supply Chain,Vietnam,620,999,136,70,20,10,552,163,7,90,YES,
3/24/2024,Lenovo ThinkPad,Laptop,Lenovo Manufacturing,China,650,999,148,100,17,5,537,178,8,95,YES,
3/24/2024,Lenovo IdeaPad,Laptop,Lenovo Manufacturing,China,550,899,148,90,30,8,812,178,8,92,YES,
3/24/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,64,65,8,4,150,77,8,96,YES,
3/24/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,76,110,20,10,308,91,9,90,YES,
3/24/2024,Acer Swift 3,Laptop,Acer Manufacturing,Taiwan,480,799,130,60,14,10,416,156,9,90,YES,
3/24/2024,Mac Mini,Desktop,Foxconn,China,650,999,44,50,20,7,179,53,8,93,YES,
3/24/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,16,80,17,10,58,19,8,90,NO,
3/24/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,67,90,15,12,224,80,6,88,YES,
3/24/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,138,40,8,6,323,166,6,94,YES,
3/24/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,130,50,30,8,713,156,7,92,YES,
3/24/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,271,30,12,5,790,325,7,95,YES,
3/25/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,125,70,17,9,454,150,8,91,YES,
3/25/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,250,40,15,2,836,300,7,98,YES,
3/25/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,127,25,8,6,298,152,8,94,YES,
3/25/2024,Logitech G915 Keyboard,Accessory,Quanta,China,200,349,115,35,17,12,417,138,8,88,YES,
3/31/2024,iPad Mini,Tablet,Foxconn,China,350,649,198,110,12,12,577,238,8,88,YES,
3/31/2024,AirPods Pro,Accessory,Foxconn,China,120,249,40,310,17,9,145,48,8,91,NO,
3/31/2024,MacBook Air,Laptop,Foxconn,China,980,1299,47,85,17,10,171,56,8,90,YES,
3/31/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,58,240,8,10,136,70,7,90,NO,
3/31/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,275,60,17,9,998,330,7,91,YES,
3/31/2024,iPhone SE,Phone,Foxconn,India,420,699,232,130,8,9,544,278,6,91,YES,
3/31/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,255,160,12,4,743,306,6,96,YES,
3/31/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,168,75,17,10,610,202,8,90,YES,
3/31/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,50,50,8,6,117,60,5,94,YES,
3/31/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,254,40,12,5,740,305,8,95,YES,
3/31/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,48,140,12,2,140,58,9,98,NO,
3/31/2024,Lenovo ThinkPad,Laptop,Lenovo Manufacturing,China,650,999,21,120,12,2,61,25,8,98,NO,
3/31/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,47,180,17,8,171,56,6,92,NO,
3/31/2024,Mac Mini,Desktop,Foxconn,China,650,999,25,45,8,3,59,30,8,97,YES,
3/31/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,29,70,17,8,105,35,8,92,YES,
3/31/2024,iPad Pro,Tablet,Foxconn,China,550,899,198,80,12,8,577,238,8,92,YES,
3/31/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,144,90,12,2,420,173,7,98,YES,
3/31/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,30,55,17,8,109,36,8,92,YES,
3/31/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,81,100,8,12,190,97,6,88,YES,
3/31/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,163,150,17,7,591,196,8,93,YES,
3/31/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,48,65,8,3,112,58,5,97,YES,
3/31/2024,AirPods 3,Accessory,Foxconn,China,100,199,70,100,8,8,164,84,8,92,YES,
3/31/2024,iPad Air,Tablet,Foxconn,China,430,699,149,120,8,2,349,179,8,98,YES,
3/31/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,35,20,8,12,82,42,8,88,YES,
3/31/2024,Samsung Galaxy S24 Ultra,Phone,Samsung Electronics,South Korea,820,1299,205,90,8,8,480,246,6,92,YES,
3/31/2024,iPhone 15,Phone,Foxconn,China,720,999,215,150,12,3,627,258,8,97,YES,
3/31/2024,HP Envy Laptop,Laptop,HP Supply Chain,Vietnam,620,999,121,110,12,5,353,145,7,95,YES,
3/31/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,34,70,12,2,99,41,8,98,YES,
3/31/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,91,50,12,9,265,109,6,91,YES,
3/31/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,66,60,17,12,239,79,7,88,YES,
3/31/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,29,150,8,6,68,35,8,94,NO,
3/31/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,66,65,17,3,239,79,8,97,YES,
3/31/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,83,120,17,10,301,100,7,90,YES,
3/31/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,44,40,12,12,128,53,8,88,YES,
3/31/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,115,180,12,5,335,138,7,95,YES,
3/31/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,166,100,12,8,484,199,8,92,YES,
3/31/2024,Logitech G915 Keyboard,Accessory,Quanta,China,200,349,87,30,12,6,254,104,8,94,YES,
3/31/2024,Beats Solo Pro,Headphones,Foxconn,Vietnam,200,349,142,50,17,3,515,170,7,97,YES,
3/31/2024,"iPad Pro 12.9""",Tablet,Foxconn,China,800,1199,115,90,8,4,269,138,8,96,YES,
3/31/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,242,35,17,5,878,290,6,95,YES,
4/7/2024,iPhone 15,Phone,Foxconn,China,720,999,250,100,12,8,729,300,8,92,YES,
4/7/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,112,45,17,6,406,134,7,94,YES,
4/7/2024,iPad Air,Tablet,Foxconn,China,430,699,169,100,8,9,396,203,8,91,YES,
4/7/2024,Mac Mini,Desktop,Foxconn,China,650,999,42,40,12,7,122,50,8,93,YES,
4/7/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,173,30,17,4,628,208,6,96,YES,
4/7/2024,AirPods 3,Accessory,Foxconn,China,100,199,100,90,17,10,363,120,8,90,YES,
4/7/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,45,60,12,8,131,54,5,92,YES,
4/7/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,73,60,13,9,223,88,8,91,YES,
4/7/2024,iPad Pro,Tablet,Foxconn,China,550,899,59,70,13,5,180,71,8,95,YES,
4/7/2024,Samsung Galaxy S24 Ultra,Phone,Samsung Electronics,South Korea,820,1299,68,80,8,3,159,82,6,97,YES,
4/7/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,144,30,17,12,523,173,8,88,YES,
4/7/2024,MacBook Air,Laptop,Foxconn,China,980,1299,106,70,12,5,309,127,8,95,YES,
4/7/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,120,200,17,8,435,144,7,92,YES,
4/7/2024,HP Envy Laptop,Laptop,HP Supply Chain,Vietnam,620,999,149,90,12,4,434,179,7,96,YES,
4/7/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,30,160,17,6,109,36,6,94,NO,
4/7/2024,iPhone SE,Phone,Foxconn,India,420,699,216,110,8,7,506,259,6,93,YES,
4/7/2024,iPad Mini,Tablet,Foxconn,China,350,649,177,80,17,4,642,212,8,96,YES,
4/7/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,69,40,8,9,162,83,5,91,YES,
4/7/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,180,50,12,12,525,216,7,88,YES,
4/7/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,38,150,17,7,138,46,8,93,NO,
4/7/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,117,50,12,2,341,140,8,98,YES,
4/7/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,107,50,17,11,388,128,7,89,YES,
4/7/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,156,200,17,3,566,187,8,97,YES,
4/7/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,151,130,17,9,548,181,6,91,YES,
4/7/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,87,20,8,7,204,104,8,93,YES,
4/7/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,94,120,17,7,341,113,9,93,YES,
4/7/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,27,150,17,10,98,32,6,90,NO,
4/7/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,213,60,17,11,773,256,8,89,YES,
4/7/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,62,85,17,6,225,74,7,94,YES,
4/7/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,115,60,8,9,269,138,8,91,YES,
4/7/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,256,100,12,3,746,307,8,97,YES,
4/7/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,74,90,17,10,269,89,7,90,YES,
4/7/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,81,50,8,5,190,97,8,95,YES,
4/7/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,66,55,12,4,192,79,8,96,YES,
4/7/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,146,100,17,11,530,175,6,89,YES,
4/7/2024,Beats Solo Pro,Headphones,Foxconn,Vietnam,200,349,102,40,17,6,370,122,7,94,YES,
4/7/2024,"iPad Pro 12.9""",Tablet,Foxconn,China,800,1199,44,30,17,11,160,53,8,89,YES,
4/7/2024,Logitech G915 Keyboard,Accessory,Quanta,China,200,349,236,45,17,7,856,283,8,93,YES,
4/7/2024,AirPods Pro,Accessory,Foxconn,China,120,249,48,150,8,12,112,58,8,88,NO,
4/7/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,32,35,17,7,116,38,6,93,YES,
4/14/2024,Mac Mini,Desktop,Foxconn,China,650,999,28,40,12,4,82,34,8,96,YES,
4/14/2024,iPad Air,Tablet,Foxconn,China,430,699,53,35,12,12,154,64,8,88,YES,
4/14/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,200,90,13,4,611,240,7,96,YES,
4/14/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,71,50,8,8,166,85,8,92,YES,
4/14/2024,iPad Pro,Tablet,Foxconn,China,550,899,117,45,17,5,425,140,8,95,YES,
4/14/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,275,60,13,5,841,330,8,95,YES,
4/14/2024,iPhone SE,Phone,Foxconn,India,420,699,137,55,13,4,419,164,6,96,YES,
4/14/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,239,80,20,6,970,287,6,94,YES,
4/14/2024,AirPods Pro,Accessory,Foxconn,China,120,249,120,110,20,4,487,144,8,96,YES,
4/14/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,74,250,8,5,173,89,6,95,NO,
4/14/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,136,140,17,8,493,163,5,92,YES,
4/14/2024,iPad Mini,Tablet,Foxconn,China,350,649,60,55,13,7,183,72,8,93,YES,
4/14/2024,iPhone 15,Phone,Foxconn,China,720,999,230,70,8,7,539,276,8,93,YES,
4/14/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,75,90,8,5,176,90,7,95,YES,
4/14/2024,AirPods 3,Accessory,Foxconn,China,100,199,40,75,8,2,94,48,8,98,YES,
4/14/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,154,85,17,7,559,185,7,93,YES,
4/14/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,184,180,17,11,668,221,8,89,YES,
4/14/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,140,15,17,2,508,168,5,98,YES,
4/14/2024,Samsung Galaxy S24 Ultra,Phone,Samsung Electronics,South Korea,820,1299,209,30,12,9,609,251,6,91,YES,
4/14/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,73,90,12,6,213,88,8,94,YES,
4/14/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,116,70,12,8,338,139,8,92,YES,
4/14/2024,HP Envy Laptop,Laptop,HP Supply Chain,Vietnam,620,999,130,60,13,10,397,156,7,90,YES,
4/14/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,79,40,13,10,242,95,6,90,YES,
4/14/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,97,100,13,8,297,116,9,92,YES,
4/14/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,138,65,17,10,501,166,8,90,YES,
4/14/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,42,50,12,2,122,50,8,98,YES,
4/14/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,58,120,8,11,136,70,7,89,YES,
4/14/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,104,25,8,8,244,125,6,92,YES,
4/14/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,205,60,8,3,480,246,7,97,YES,
4/14/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,75,35,17,12,272,90,7,88,YES,
4/14/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,62,100,17,8,225,74,8,92,YES,
4/14/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,101,45,12,8,294,121,8,92,YES,
4/14/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,126,65,13,7,385,151,8,93,YES,
4/14/2024,Beats Solo Pro,Headphones,Foxconn,Vietnam,200,349,149,180,17,10,541,179,7,90,YES,
4/14/2024,Logitech G915 Keyboard,Accessory,Quanta,China,200,349,286,40,8,11,670,343,8,89,YES,
4/14/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,279,30,8,3,654,335,6,97,YES,
4/14/2024,"iPad Pro 12.9""",Tablet,Foxconn,China,800,1199,183,50,12,12,533,220,8,88,YES,
4/14/2024,Logitech StreamCam,Accessory,Quanta,China,150,249,238,25,17,4,864,286,8,96,YES,
4/14/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,71,150,8,9,166,85,6,91,YES,
4/15/2024,iPhone 15,Phone,Foxconn,China,720,999,277,80,9,9,689,332,8,91,YES,
4/15/2024,MacBook Air,Laptop,Foxconn,China,980,1299,75,60,9,9,186,90,8,91,YES,
4/15/2024,iPad Air,Tablet,Foxconn,China,430,699,165,70,8,9,387,198,8,91,YES,
4/21/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,141,30,8,6,330,169,8,94,YES,
4/21/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,85,40,14,7,272,102,5,93,YES,
4/21/2024,AirPods 3,Accessory,Foxconn,China,100,199,46,100,12,12,134,55,8,88,YES,
4/21/2024,iPad Mini,Tablet,Foxconn,China,350,649,162,50,9,8,403,194,8,92,YES,
4/21/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,252,40,9,12,626,302,7,88,YES,
4/21/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,279,90,17,12,1012,335,6,88,YES,
4/21/2024,iPhone SE,Phone,Foxconn,India,420,699,151,120,17,4,548,181,6,96,YES,
4/21/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,99,50,12,9,289,119,8,91,YES,
4/21/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,17,140,17,10,62,20,6,90,NO,
4/21/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,120,75,8,11,281,144,7,89,YES,
4/21/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,24,55,8,11,56,29,8,89,YES,
4/21/2024,iPad Pro,Tablet,Foxconn,China,550,899,147,60,8,7,344,176,8,93,YES,
4/21/2024,Samsung Galaxy S24 Ultra,Phone,Samsung Electronics,South Korea,820,1299,288,80,9,11,716,346,6,89,YES,
4/21/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,85,210,9,12,211,102,7,88,YES,
4/21/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,66,35,17,10,239,79,5,90,YES,
4/21/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,139,65,17,9,504,167,8,91,YES,
4/21/2024,AirPods Pro,Accessory,Foxconn,China,120,249,62,230,12,3,181,74,8,97,NO,
4/21/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,115,45,12,4,335,138,8,96,YES,
4/21/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,129,70,12,6,376,155,8,94,YES,
4/21/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,22,90,12,9,64,26,8,91,NO,
4/21/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,115,50,12,5,335,138,9,95,YES,
4/21/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,153,30,17,9,555,184,7,91,YES,
4/21/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,49,60,17,11,178,59,7,89,YES,
4/21/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,68,90,9,12,169,82,6,88,YES,
4/21/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,270,120,9,2,671,324,7,98,YES,
4/21/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,92,50,8,9,216,110,8,91,YES,
4/21/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,175,40,8,9,410,210,8,91,YES,
4/21/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,234,20,17,2,849,281,8,98,YES,
4/21/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,33,180,9,10,82,40,8,90,NO,
4/21/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,26,50,9,8,65,31,6,92,YES,
4/21/2024,Beats Solo Pro,Headphones,Foxconn,Vietnam,200,349,51,45,21,12,214,61,7,88,YES,
4/21/2024,Logitech G915 Keyboard,Accessory,Quanta,China,200,349,185,35,17,3,671,222,8,97,YES,
4/21/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,108,50,17,7,392,130,6,93,YES,
4/21/2024,Mac Mini,Desktop,Foxconn,China,650,999,14,60,18,8,53,17,8,92,NO,
4/21/2024,"iPad Pro 12.9""",Tablet,Foxconn,China,800,1199,74,25,20,4,300,89,8,96,YES,
4/21/2024,Logitech StreamCam,Accessory,Quanta,China,150,249,197,40,17,10,715,236,8,90,YES,
4/21/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,63,20,12,4,184,76,6,96,YES,
4/21/2024,Google Pixel 8,Phone,Google Supply,Vietnam,600,849,275,200,12,12,801,330,7,88,YES,
4/21/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,80,30,12,7,233,96,8,93,YES,
4/21/2024,iPad Air,Tablet,Foxconn,China,430,699,52,80,12,10,152,62,8,90,YES,
4/21/2024,AirPods Pro,Accessory,Foxconn,China,120,249,282,90,8,12,661,338,8,88,YES,
4/21/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,35,140,14,3,112,42,6,97,NO,
4/21/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,142,50,18,7,536,170,8,93,YES,
4/21/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,145,25,13,9,443,174,5,91,YES,
4/21/2024,HP Envy Laptop,Laptop,HP Supply Chain,Vietnam,620,999,27,30,12,7,79,32,7,93,YES,
4/21/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,84,40,12,8,245,101,8,92,YES,
4/21/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,51,35,8,4,119,61,9,96,YES,
4/28/2024,iPhone 15,Phone,Foxconn,China,720,999,290,70,14,7,928,348,8,93,YES,
4/28/2024,iPad Mini,Tablet,Foxconn,China,350,649,129,40,18,8,487,155,8,92,YES,
4/28/2024,MacBook Air,Laptop,Foxconn,China,980,1299,108,55,14,2,346,130,8,98,YES,
4/28/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,201,35,18,8,758,241,7,92,YES,
4/28/2024,AirPods Pro,Accessory,Foxconn,China,120,249,61,200,14,7,195,73,8,93,NO,
4/28/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,209,20,18,4,788,251,8,96,YES,
