Date,Product,Category,Supplier,Region,Unit Cost,Selling Price,Weekly Demand,Inventory,Lead Time (days),Delay %,Reorder Point,Safety Stock,Shipping Cost,On-time Delivery %,Stockout Flag,
7/7/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,156,6,14,9,499,187,8,91,YES,
7/7/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,61,10,13,10,186,73,7,90,YES,
7/7/2024,Mac Pro,Desktop,Foxconn,China,3500,4999,31,3,10,12,81,37,8,88,YES,
7/7/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,224,18,9,4,557,269,8,96,YES,
7/7/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,291,8,13,11,890,349,6,89,YES,
7/7/2024,iPad Air,Tablet,Foxconn,China,430,699,120,20,17,3,435,144,8,97,YES,
7/7/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,21,4,13,11,64,25,5,89,YES,
7/7/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,89,25,14,10,285,107,7,90,YES,
7/7/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,51,15,15,4,170,61,6,96,YES,
7/7/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,150,16,19,8,587,180,8,92,YES,
7/7/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,219,7,17,9,795,263,7,91,YES,
7/7/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,94,12,8,11,220,113,8,89,YES,
7/7/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,198,10,6,4,407,238,8,96,YES,
7/7/2024,Samsung Galaxy Tab S9,Tablet,Samsung Electronics,Vietnam,500,899,143,21,5,4,274,172,7,96,YES,
7/7/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,100,6,5,9,191,120,8,91,YES,
7/7/2024,Beats Solo Pro,Headphones,Foxconn,Vietnam,200,349,101,5,12,9,294,121,7,91,YES,
7/7/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,137,3,11,5,380,164,5,95,YES,
7/7/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,102,24,14,12,326,122,8,88,YES,
7/7/2024,iPad Pro,Tablet,Foxconn,China,550,899,152,11,8,7,356,182,8,93,YES,
7/7/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,163,9,6,11,335,196,8,89,YES,
7/7/2024,Gaming Laptop,Laptop,Taiwan Tech Supply,Taiwan,1100,1599,64,8,5,8,123,77,9,92,YES,
7/7/2024,HP Omen 16,Gaming Laptop,HP Supply Chain,Vietnam,1600,2299,103,6,5,11,197,124,7,89,YES,
7/7/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,143,13,12,12,417,172,7,88,YES,
7/14/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,118,22,15,5,394,142,8,95,YES,
7/14/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,82,35,10,3,216,98,7,97,YES,
7/14/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,171,48,18,7,645,205,7,93,YES,
7/14/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,55,27,19,6,215,66,6,94,YES,
7/14/2024,"iPad Pro 12.9""",Tablet,Foxconn,China,800,1199,71,18,17,6,258,85,8,94,YES,
7/14/2024,Acer Swift 3,Laptop,Acer Manufacturing,Taiwan,480,799,137,31,14,6,438,164,9,94,YES,
7/14/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,74,25,8,4,173,89,6,96,YES,
7/14/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,76,19,6,3,156,91,5,97,YES,
7/14/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,149,41,5,2,285,179,8,98,YES,
7/14/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,182,52,5,7,348,218,8,93,YES,
7/14/2024,Google Pixel 8,Phone,Google Supply,Vietnam,600,849,68,34,12,9,198,82,7,91,YES,
7/14/2024,Asus ROG Strix G15,Gaming Laptop,ASUS Manufacturing,Taiwan,1800,2499,119,16,9,3,296,143,9,97,YES,
7/14/2024,AirPods Pro,Accessory,Foxconn,China,120,249,87,60,8,2,204,104,8,98,YES,
7/14/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,43,28,9,5,107,52,6,95,YES,
7/14/2024,Mac Mini,Desktop,Foxconn,China,650,999,49,21,14,6,157,59,8,94,YES,
7/14/2024,HP Omen 16,Gaming Laptop,HP Supply Chain,Vietnam,1600,2299,60,14,8,9,141,72,7,91,YES,
7/14/2024,Samsung Galaxy Tab S9,Tablet,Samsung Electronics,Vietnam,500,899,170,37,6,7,350,204,7,93,YES,
7/14/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,38,26,5,7,73,46,7,93,YES,
7/14/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,37,23,5,3,71,44,8,97,YES,
7/14/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,135,33,12,12,393,162,8,88,YES,
7/14/2024,iPad Air,Tablet,Foxconn,China,430,699,151,45,11,10,418,181,8,90,YES,
7/14/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,122,29,10,5,321,146,7,95,YES,
7/14/2024,Dell Alienware X17,Gaming Laptop,Dell Manufacturing,USA,2500,3499,116,12,14,11,371,139,5,89,YES,
7/14/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,37,20,10,6,97,44,6,94,YES,
7/14/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,44,17,17,10,160,53,8,90,YES,
7/14/2024,Lenovo ThinkPad,Laptop,Lenovo Manufacturing,China,650,999,94,24,10,8,247,113,8,92,YES,
7/14/2024,Samsung Galaxy S24 Ultra,Phone,Samsung Electronics,South Korea,820,1299,130,30,18,8,490,156,6,92,YES,
7/14/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,240,39,19,2,939,288,8,98,YES,
7/14/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,216,44,14,3,691,259,7,97,YES,
7/14/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,31,18,8,2,73,37,8,98,YES,
7/14/2024,Mac Studio,Desktop,Foxconn,China,2000,2999,37,11,6,2,76,44,8,98,YES,
7/14/2024,Sony PlayStation 5,Gaming Console,Sony Electronics,Japan,450,699,82,36,5,11,157,98,6,89,YES,
7/14/2024,iPhone 15,Phone,Foxconn,China,720,999,93,55,5,10,178,112,8,90,YES,
7/14/2024,HP Envy Laptop,Laptop,HP Supply Chain,Vietnam,620,999,70,22,12,7,204,84,7,93,YES,
7/14/2024,Amazon Echo Show 10,Smart Device,Foxconn,China,120,199,33,32,23,8,148,40,8,92,YES,
7/14/2024,iPad Mini,Tablet,Foxconn,China,350,649,122,27,18,7,460,146,8,93,YES,
7/14/2024,Nothing Phone 2,Phone,Nothing Tech,China,410,699,53,26,19,3,207,64,8,97,YES,
7/14/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,162,34,18,11,611,194,8,89,YES,
7/14/2024,Bose 700 Headphones,Headphones,Synnex,Malaysia,300,499,35,15,14,3,112,42,6,97,YES,
7/14/2024,"iPad Pro 11""",Tablet,Foxconn,China,700,999,126,23,8,6,295,151,8,94,YES,
7/14/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,148,38,6,12,304,178,8,88,YES,
7/14/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,167,40,5,11,320,200,6,89,YES,
7/14/2024,Beats Solo Pro,Headphones,Foxconn,Vietnam,200,349,44,19,5,8,84,53,7,92,YES,
7/14/2024,MacBook Air,Laptop,Foxconn,China,980,1299,106,28,12,11,309,127,8,89,YES,
7/14/2024,Logitech G915 Keyboard,Accessory,Quanta,China,200,349,174,42,20,12,706,209,8,88,YES,
7/14/2024,Google Nest Hub Max,Smart Device,Google Supply,Vietnam,140,229,148,31,14,12,474,178,7,88,YES,
7/21/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,274,34,18,7,1033,329,8,93,YES,
7/21/2024,MacBook Air,Laptop,Foxconn,China,980,1299,109,22,12,8,318,131,8,92,YES,
7/21/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,243,41,15,3,812,292,6,97,YES,
7/21/2024,Logitech StreamCam,Accessory,Quanta,China,150,249,185,17,18,9,698,222,8,91,YES,
7/21/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,121,29,9,11,301,145,5,89,YES,
7/21/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,85,26,19,6,333,102,7,94,YES,
7/21/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,45,31,16,4,157,54,6,96,YES,
7/21/2024,iPad Pro,Tablet,Foxconn,China,550,899,38,19,11,5,105,46,8,95,YES,
7/21/2024,AirPods 3,Accessory,Foxconn,China,100,199,268,45,5,4,513,322,8,96,YES,
7/21/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,71,13,3,7,116,85,9,93,YES,
7/21/2024,Mac Studio,Desktop,Foxconn,China,2000,2999,42,28,10,8,110,50,8,92,YES,
7/21/2024,Google Pixel 8,Phone,Google Supply,Vietnam,600,849,74,36,13,8,226,89,7,92,YES,
7/21/2024,Lenovo IdeaPad,Laptop,Lenovo Manufacturing,China,550,899,59,24,19,8,231,71,8,92,YES,
7/21/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,111,18,16,3,387,133,6,97,YES,
7/21/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,233,39,18,10,879,280,7,90,YES,
7/21/2024,Samsung Galaxy Tab S9,Tablet,Samsung Electronics,Vietnam,500,899,34,27,12,4,99,41,7,96,YES,
7/21/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,50,16,5,11,96,60,8,89,YES,
7/21/2024,Logitech G915 Keyboard,Accessory,Quanta,China,200,349,123,33,12,4,358,148,8,96,YES,
7/21/2024,iPhone SE,Phone,Foxconn,India,420,699,252,52,20,6,1022,302,6,94,YES,
7/21/2024,Mac Pro,Desktop,Foxconn,China,3500,4999,19,11,14,5,61,23,8,95,YES,
7/21/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,127,21,18,9,479,152,8,91,YES,
7/21/2024,Dell Alienware X17,Gaming Laptop,Dell Manufacturing,USA,2500,3499,83,14,14,3,266,100,5,97,YES,
7/21/2024,HP Omen 16,Gaming Laptop,HP Supply Chain,Vietnam,1600,2299,24,20,11,11,67,29,7,89,YES,
7/21/2024,iPad Mini,Tablet,Foxconn,China,350,649,62,37,13,2,190,74,8,98,YES,
7/21/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,72,25,17,9,261,86,6,91,YES,
7/21/2024,Google Nest Hub Max,Smart Device,Google Supply,Vietnam,140,229,102,15,5,10,195,122,7,90,YES,
7/21/2024,Amazon Echo Show 10,Smart Device,Foxconn,China,120,199,142,23,12,6,414,170,8,94,YES,
7/21/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,59,40,20,10,239,71,7,90,YES,
7/21/2024,iPhone 15,Phone,Foxconn,China,720,999,99,47,14,3,317,119,8,97,YES,
7/21/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,234,32,18,11,883,281,6,89,YES,
7/21/2024,Nothing Phone 2,Phone,Nothing Tech,China,410,699,124,30,12,3,361,149,8,97,YES,
7/21/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,185,35,13,4,566,222,8,96,YES,
7/21/2024,Mac Mini,Desktop,Foxconn,China,650,999,20,18,24,9,93,24,8,91,YES,
7/21/2024,Acer Swift 3,Laptop,Acer Manufacturing,Taiwan,480,799,116,28,8,11,272,139,9,89,YES,
7/21/2024,Lenovo ThinkPad,Laptop,Lenovo Manufacturing,China,650,999,58,44,9,9,144,70,8,91,YES,
7/21/2024,Gaming Laptop,Laptop,Taiwan Tech Supply,Taiwan,1100,1599,80,12,5,5,153,96,9,95,YES,
7/21/2024,iPad Air,Tablet,Foxconn,China,430,699,137,26,12,4,399,164,8,96,YES,
7/21/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,118,19,20,6,479,142,8,94,YES,
7/21/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,214,38,14,11,685,257,8,89,YES,
7/21/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,117,22,18,7,441,140,7,93,YES,
7/21/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,37,43,20,12,150,44,6,88,YES,
7/21/2024,Sony PlayStation 5,Gaming Console,Sony Electronics,Japan,450,699,58,31,21,12,244,70,6,88,YES,
7/21/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,95,24,19,4,372,114,8,96,YES,
7/21/2024,Bose 700 Headphones,Headphones,Synnex,Malaysia,300,499,34,27,18,10,128,41,6,90,YES,
7/21/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,173,46,17,12,628,208,8,88,YES,
7/28/2024,iPhone 15,Phone,Foxconn,China,720,999,120,34,9,3,298,144,8,97,YES,
7/28/2024,MacBook Air,Laptop,Foxconn,China,980,1299,139,22,8,8,326,167,8,92,YES,
7/28/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,259,41,14,9,829,311,6,91,YES,
7/28/2024,Logitech StreamCam,Accessory,Quanta,China,150,249,165,17,18,7,622,198,8,93,YES,
7/28/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,55,29,12,2,160,66,5,98,YES,
7/28/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,133,26,21,12,559,160,7,88,YES,
7/28/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,150,31,19,7,587,180,6,93,YES,
7/28/2024,iPad Pro,Tablet,Foxconn,China,550,899,143,19,18,3,539,172,8,97,YES,
7/28/2024,AirPods 3,Accessory,Foxconn,China,100,199,95,45,17,4,345,114,8,96,YES,
7/28/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,122,13,19,2,478,146,9,98,YES,
7/28/2024,Mac Studio,Desktop,Foxconn,China,2000,2999,41,28,17,7,149,49,8,93,YES,
7/28/2024,Google Pixel 8,Phone,Google Supply,Vietnam,600,849,71,36,19,5,278,85,7,95,YES,
7/28/2024,Lenovo IdeaPad,Laptop,Lenovo Manufacturing,China,550,899,52,24,18,3,196,62,8,97,YES,
7/28/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,147,18,17,8,533,176,6,92,YES,
7/28/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,61,39,13,3,186,73,7,97,YES,
7/28/2024,Samsung Galaxy Tab S9,Tablet,Samsung Electronics,Vietnam,500,899,140,27,12,8,408,168,7,92,YES,
7/28/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,19,16,19,4,74,23,8,96,YES,
7/28/2024,Logitech G915 Keyboard,Accessory,Quanta,China,200,349,246,33,18,2,928,295,8,98,YES,
7/28/2024,iPhone SE,Phone,Foxconn,India,420,699,246,52,17,6,893,295,6,94,YES,
7/28/2024,Mac Pro,Desktop,Foxconn,China,3500,4999,30,11,18,8,113,36,8,92,YES,
7/28/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,63,21,17,8,229,76,8,92,YES,
7/28/2024,Dell Alienware X17,Gaming Laptop,Dell Manufacturing,USA,2500,3499,126,14,15,4,421,151,5,96,YES,
7/28/2024,HP Omen 16,Gaming Laptop,HP Supply Chain,Vietnam,1600,2299,26,20,4,9,46,31,7,91,YES,
7/28/2024,iPad Mini,Tablet,Foxconn,China,350,649,37,37,9,10,92,44,8,90,YES,
7/28/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,33,25,7,3,73,40,6,97,YES,
7/28/2024,Google Nest Hub Max,Smart Device,Google Supply,Vietnam,140,229,34,15,18,5,128,41,7,95,YES,
7/28/2024,Amazon Echo Show 10,Smart Device,Foxconn,China,120,199,67,23,21,10,281,80,8,90,YES,
7/28/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,202,40,19,3,791,242,7,97,YES,
7/28/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,146,47,18,4,551,175,8,96,YES,
7/28/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,94,32,17,11,341,113,6,89,YES,
7/28/2024,Nothing Phone 2,Phone,Nothing Tech,China,410,699,98,30,14,2,314,118,8,98,YES,
7/28/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,283,35,15,7,946,340,8,93,YES,
7/28/2024,Mac Mini,Desktop,Foxconn,China,650,999,46,18,13,11,141,55,8,89,YES,
7/28/2024,Acer Swift 3,Laptop,Acer Manufacturing,Taiwan,480,799,54,28,14,10,173,65,9,90,YES,
7/28/2024,Lenovo ThinkPad,Laptop,Lenovo Manufacturing,China,650,999,35,44,16,10,122,42,8,90,YES,
7/28/2024,Gaming Laptop,Laptop,Taiwan Tech Supply,Taiwan,1100,1599,61,12,14,8,195,73,9,92,YES,
7/28/2024,iPad Air,Tablet,Foxconn,China,430,699,47,26,19,12,184,56,8,88,YES,
7/28/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,75,19,21,8,315,90,8,92,YES,
7/28/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,250,38,19,12,979,300,8,88,YES,
7/28/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,115,22,18,10,434,138,7,90,YES,
7/28/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,100,43,17,6,363,120,6,94,YES,
7/28/2024,Sony PlayStation 5,Gaming Console,Sony Electronics,Japan,450,699,44,31,12,8,128,53,6,92,YES,
7/28/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,49,24,7,5,108,59,8,95,YES,
7/28/2024,Bose 700 Headphones,Headphones,Synnex,Malaysia,300,499,130,27,6,9,267,156,6,91,YES,
7/28/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,276,46,9,5,686,331,8,95,YES,
8/4/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,260,28,18,12,981,312,6,88,YES,
8/4/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,202,33,9,4,502,242,8,96,YES,
8/4/2024,iPad Pro,Tablet,Foxconn,China,550,899,46,21,12,12,134,55,8,88,YES,
8/4/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,108,24,7,11,238,130,8,89,YES,
8/4/2024,AirPods 3,Accessory,Foxconn,China,100,199,234,36,6,12,481,281,8,88,YES,
8/4/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,59,18,9,2,147,71,5,98,YES,
8/4/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,239,27,12,4,697,287,8,96,YES,
8/4/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,237,15,7,2,521,284,7,98,YES,
8/4/2024,Google Pixel 8,Phone,Google Supply,Vietnam,600,849,227,32,6,3,467,272,7,97,YES,
8/4/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,75,20,9,11,186,90,8,89,YES,
8/4/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,56,40,14,6,179,67,6,94,YES,
8/4/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,44,26,12,7,128,53,7,93,YES,
8/4/2024,Mac Studio,Desktop,Foxconn,China,2000,2999,50,12,9,3,124,60,8,97,YES,
8/4/2024,Sony PlayStation 5,Gaming Console,Sony Electronics,Japan,450,699,78,35,15,8,261,94,6,92,YES,
8/4/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,63,18,14,4,202,76,8,96,YES,
8/4/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,31,14,14,12,99,37,6,88,YES,
8/4/2024,Logitech G915 Keyboard,Accessory,Quanta,China,200,349,254,25,12,12,740,305,8,88,YES,
8/4/2024,iPad Mini,Tablet,Foxconn,China,350,649,121,17,9,4,301,145,8,96,YES,
8/4/2024,Mac Mini,Desktop,Foxconn,China,650,999,32,22,8,10,75,38,8,90,YES,
8/4/2024,HP Omen 16,Gaming Laptop,HP Supply Chain,Vietnam,1600,2299,137,10,14,12,438,164,7,88,YES,
8/4/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,50,19,12,12,146,60,7,88,YES,
8/4/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,210,16,9,2,522,252,8,98,YES,
8/4/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,34,23,7,2,75,41,8,98,YES,
8/4/2024,Bose 700 Headphones,Headphones,Synnex,Malaysia,300,499,119,8,6,6,245,143,6,94,YES,
8/4/2024,Samsung Galaxy Tab S9,Tablet,Samsung Electronics,Vietnam,500,899,50,30,9,10,124,60,7,90,YES,
8/4/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,223,12,14,4,714,268,7,96,YES,
8/4/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,299,24,12,12,871,359,8,88,YES,
8/4/2024,Amazon Echo Show 10,Smart Device,Foxconn,China,120,199,68,11,9,9,169,82,8,91,YES,
8/4/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,40,38,12,9,117,48,8,91,YES,
8/4/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,68,15,17,5,247,82,9,95,YES,
8/4/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,205,28,9,12,510,246,7,88,YES,
8/4/2024,iPhone SE,Phone,Foxconn,India,420,699,168,40,18,2,634,202,6,98,YES,
8/4/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,68,29,14,9,218,82,6,91,YES,
8/4/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,63,21,19,12,247,76,6,88,YES,
8/4/2024,MacBook Air,Laptop,Foxconn,China,980,1299,73,26,15,12,244,88,8,88,YES,
8/4/2024,Dell Alienware X17,Gaming Laptop,Dell Manufacturing,USA,2500,3499,32,27,12,5,93,38,5,95,YES,
8/4/2024,iPhone 15,Phone,Foxconn,China,720,999,225,22,7,9,495,270,8,91,YES,
8/4/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,80,37,6,2,165,96,7,98,YES,
8/4/2024,Logitech StreamCam,Accessory,Quanta,China,150,249,114,18,9,6,283,137,8,94,YES,
8/4/2024,Gaming Laptop,Laptop,Taiwan Tech Supply,Taiwan,1100,1599,20,32,11,3,55,24,9,97,YES,
8/4/2024,iPad Air,Tablet,Foxconn,China,430,699,47,20,10,11,124,56,8,89,YES,
8/4/2024,Lenovo ThinkPad,Laptop,Lenovo Manufacturing,China,650,999,34,19,12,9,99,41,8,91,YES,
8/4/2024,Lenovo IdeaPad,Laptop,Lenovo Manufacturing,China,550,899,70,16,7,4,154,84,8,96,YES,
8/4/2024,Mac Pro,Desktop,Foxconn,China,3500,4999,44,15,6,3,91,53,8,97,YES,
8/4/2024,Beats Solo Pro,Headphones,Foxconn,Vietnam,200,349,85,23,9,4,211,102,7,96,YES,
